trade_idx,mode,param,old,new,reason,sample_size,recent_pnl,recent_expectancy,recent_win_rate,recent_drawdown,deadband,direction,explain
719,B,cooldown_skips,0.0,2.0,DD,10,-210.0,-21.0,0.1,-402.0,40.0,risk_down,"Rolling drawdown $-402 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
719,B,min_score,6.0,7.0,WR_LOW,10,-210.0,-21.0,0.1,-402.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
720,B,session_cap,3.0,2.0,STREAK,10,-210.0,-21.0,0.1,-414.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
724,B,size_mult,1.25,1.0,EXP_NEG,10,-153.0,-15.3,0.1,-357.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-15 vs base $115, band $40) -> turn heat down."
724,B,min_score,7.0,8.0,WR_LOW,10,-153.0,-15.3,0.1,-357.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
729,B,size_mult,1.0,0.75,EXP_NEG,10,-84.0,-8.4,0.1,-253.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-8 vs base $114, band $40) -> turn heat down."
731,B,session_cap,2.0,3.0,RECOVER,10,272.0,27.2,0.2,-301.0,40.0,risk_up,Streak over -> cap back to default.
734,B,size_mult,0.75,1.0,HOT,10,2516.0,251.6,0.2,-289.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $252) -> cranks heat UP (this is the hunting behavior).
736,B,session_cap,3.0,2.0,STREAK,10,2364.0,236.4,0.2,-283.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
739,B,size_mult,1.0,1.25,HOT,10,2334.0,233.4,0.2,-543.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $233) -> cranks heat UP (this is the hunting behavior).
739,B,cooldown_skips,0.0,2.0,DD,10,2334.0,233.4,0.2,-543.0,40.0,risk_down,"Rolling drawdown $-543 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
742,B,session_cap,2.0,3.0,RECOVER,10,-220.0,-22.0,0.1,-500.0,40.0,risk_up,Streak over -> cap back to default.
744,B,size_mult,1.25,1.0,EXP_NEG,10,-205.0,-20.5,0.1,-471.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-21 vs base $115, band $40) -> turn heat down."
744,B,cooldown_skips,0.0,2.0,DD,10,-205.0,-20.5,0.1,-471.0,40.0,risk_down,"Rolling drawdown $-471 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
749,B,cooldown_skips,0.0,2.0,DD,10,1170.0,117.0,0.4,-410.0,40.0,risk_down,"Rolling drawdown $-410 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
749,B,min_score,8.0,7.0,RECOVER,10,1170.0,117.0,0.4,-410.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
749,B,session_cap,3.0,4.0,RECOVER,10,1170.0,117.0,0.4,-410.0,40.0,risk_up,Streak over -> cap back to default.
750,B,size_mult,1.0,1.25,HOT,10,2383.0,238.3,0.5,-410.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $238) -> cranks heat UP (this is the hunting behavior).
753,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1586.0,158.6,0.4,-502.0,40.0,risk_down,Day P&L $-492 below -200.0 -> half size for the rest of today.
754,B,cooldown_skips,0.0,2.0,DD,10,1523.0,152.3,0.4,-594.0,40.0,risk_down,"Rolling drawdown $-594 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
754,B,min_score,7.0,6.0,RECOVER,10,1523.0,152.3,0.4,-594.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
754,B,session_cap,4.0,3.0,STREAK,10,1523.0,152.3,0.4,-594.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
755,B,size_mult,1.25,1.5,HOT,10,1760.0,176.0,0.4,-594.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $176) -> cranks heat UP (this is the hunting behavior).
758,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,2741.0,274.1,0.4,-594.0,40.0,risk_down,Day P&L $-290 below -200.0 -> half size for the rest of today.
759,B,cooldown_skips,0.0,2.0,DD,10,3194.0,319.4,0.4,-594.0,40.0,risk_down,"Rolling drawdown $-594 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
759,B,min_score,6.0,0.0,RECOVER,10,3194.0,319.4,0.4,-594.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
759,B,session_cap,3.0,4.0,RECOVER,10,3194.0,319.4,0.4,-594.0,40.0,risk_up,Streak over -> cap back to default.
764,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,2942.0,294.2,0.4,-199.0,40.0,risk_down,Day P&L $-281 below -200.0 -> half size for the rest of today.
771,B,min_score,0.0,6.0,WR_LOW,10,1014.0,101.4,0.2,-187.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
771,B,session_cap,4.0,3.0,STREAK,10,1014.0,101.4,0.2,-187.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
777,B,session_cap,3.0,4.0,RECOVER,10,1324.0,132.4,0.3,-291.0,40.0,risk_up,Streak over -> cap back to default.
780,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1097.0,109.7,0.3,-322.0,40.0,risk_down,Day P&L $-315 below -200.0 -> half size for the rest of today.
782,B,cooldown_skips,0.0,2.0,DD,10,1038.0,103.8,0.3,-564.0,40.0,risk_down,"Rolling drawdown $-564 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
782,B,session_cap,4.0,3.0,STREAK,10,1038.0,103.8,0.3,-564.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
782,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1038.0,103.8,0.3,-564.0,40.0,risk_down,Day P&L $-290 below -200.0 -> half size for the rest of today.
784,B,min_score,6.0,7.0,WR_LOW,10,394.0,39.4,0.2,-919.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
785,B,size_mult,1.5,1.25,EXP_NEG,10,-665.0,-66.5,0.1,-931.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-66 vs base $117, band $40) -> turn heat down."
787,B,cooldown_skips,0.0,2.0,DD,10,-1055.0,-105.5,0.0,-1031.0,40.0,risk_down,"Rolling drawdown $-1031 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
787,B,session_cap,3.0,2.0,STREAK,10,-1055.0,-105.5,0.0,-1031.0,40.0,risk_down,10 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
789,B,min_score,7.0,8.0,WR_LOW,10,510.0,51.0,0.1,-733.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
792,B,cooldown_skips,0.0,2.0,DD,10,1264.0,126.4,0.2,-478.0,40.0,risk_down,"Rolling drawdown $-478 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
792,B,session_cap,2.0,3.0,RECOVER,10,1264.0,126.4,0.2,-478.0,40.0,risk_up,Streak over -> cap back to default.
794,B,size_mult,1.25,1.5,HOT,10,3919.0,391.9,0.3,-313.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $392) -> cranks heat UP (this is the hunting behavior).
797,B,min_score,8.0,7.0,RECOVER,10,4295.0,429.5,0.4,-313.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
797,B,session_cap,3.0,4.0,RECOVER,10,4295.0,429.5,0.4,-313.0,40.0,risk_up,Streak over -> cap back to default.
803,B,min_score,7.0,6.0,RECOVER,10,3583.0,358.3,0.4,-207.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
808,B,min_score,6.0,0.0,RECOVER,10,1731.0,173.1,0.4,-81.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
821,B,session_cap,4.0,3.0,STREAK,10,645.0,64.5,0.3,-189.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
824,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,386.0,38.6,0.3,-266.0,40.0,risk_down,Day P&L $-290 below -200.0 -> half size for the rest of today.
825,B,cooldown_skips,0.0,2.0,DD,10,191.0,19.1,0.3,-562.0,40.0,risk_down,"Rolling drawdown $-562 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
826,B,session_cap,3.0,4.0,RECOVER,10,748.0,74.8,0.3,-562.0,40.0,risk_up,Streak over -> cap back to default.
827,B,size_mult,1.5,1.25,EXP_NEG,10,-65.0,-6.5,0.2,-550.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-6 vs base $120, band $40) -> turn heat down."
827,B,min_score,0.0,6.0,WR_LOW,10,-65.0,-6.5,0.2,-550.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
830,B,cooldown_skips,0.0,2.0,DD,10,150.0,15.0,0.3,-487.0,40.0,risk_down,"Rolling drawdown $-487 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
832,B,session_cap,4.0,3.0,STREAK,10,260.0,26.0,0.3,-487.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
833,B,size_mult,1.25,1.0,EXP_NEG,10,-22.0,-2.2,0.2,-303.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-2 vs base $119, band $40) -> turn heat down."
833,B,min_score,6.0,7.0,WR_LOW,10,-22.0,-2.2,0.2,-303.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
838,B,size_mult,1.0,1.25,HOT,10,3341.0,334.1,0.2,-204.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $334) -> cranks heat UP (this is the hunting behavior).
838,B,min_score,7.0,8.0,WR_LOW,10,3341.0,334.1,0.2,-204.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
838,B,session_cap,3.0,4.0,RECOVER,10,3341.0,334.1,0.2,-204.0,40.0,risk_up,Streak over -> cap back to default.
843,B,size_mult,1.25,1.5,HOT,10,4367.0,436.7,0.3,-338.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $437) -> cranks heat UP (this is the hunting behavior).
844,B,cooldown_skips,0.0,2.0,DD,10,2809.0,280.9,0.2,-476.0,40.0,risk_down,"Rolling drawdown $-476 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
847,B,session_cap,4.0,3.0,STREAK,10,2820.0,282.0,0.2,-523.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
849,B,cooldown_skips,0.0,2.0,DD,10,355.0,35.5,0.1,-626.0,40.0,risk_down,"Rolling drawdown $-626 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
852,B,session_cap,3.0,4.0,RECOVER,10,523.0,52.3,0.2,-806.0,40.0,risk_up,Streak over -> cap back to default.
853,B,size_mult,1.5,1.25,EXP_NEG,10,-630.0,-63.0,0.1,-330.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-63 vs base $120, band $40) -> turn heat down."
854,B,cooldown_skips,0.0,2.0,DD,10,-588.0,-58.8,0.1,-576.0,40.0,risk_down,"Rolling drawdown $-576 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
857,B,min_score,8.0,7.0,RECOVER,10,789.0,78.9,0.4,-529.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
859,B,cooldown_skips,0.0,2.0,DD,10,1289.0,128.9,0.5,-451.0,40.0,risk_down,"Rolling drawdown $-451 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
862,B,min_score,7.0,6.0,RECOVER,10,1193.0,119.3,0.4,-434.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
862,B,session_cap,4.0,3.0,STREAK,10,1193.0,119.3,0.4,-434.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
864,B,size_mult,1.25,1.5,HOT,10,1608.0,160.8,0.4,-130.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $161) -> cranks heat UP (this is the hunting behavior).
867,B,min_score,6.0,0.0,RECOVER,10,1722.0,172.2,0.4,-130.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
867,B,session_cap,3.0,4.0,RECOVER,10,1722.0,172.2,0.4,-130.0,40.0,risk_up,Streak over -> cap back to default.
871,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1370.0,137.0,0.4,-171.0,40.0,risk_down,Day P&L $-273 below -200.0 -> half size for the rest of today.
893,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1207.0,120.7,0.4,-126.0,40.0,risk_down,Day P&L $-201 below -200.0 -> half size for the rest of today.
895,B,session_cap,4.0,3.0,STREAK,10,1119.0,111.9,0.4,-249.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
898,B,size_mult,1.5,1.25,EXP_NEG,10,-29.0,-2.9,0.2,-389.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-3 vs base $121, band $40) -> turn heat down."
898,B,min_score,0.0,6.0,WR_LOW,10,-29.0,-2.9,0.2,-389.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
899,B,cooldown_skips,0.0,2.0,DD,10,26.0,2.6,0.2,-426.0,40.0,risk_down,"Rolling drawdown $-426 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
900,B,session_cap,3.0,2.0,STREAK,10,-199.0,-19.9,0.1,-450.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
903,B,size_mult,1.25,1.0,EXP_NEG,10,-561.0,-56.1,0.0,-469.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-56 vs base $120, band $40) -> turn heat down."
903,B,min_score,6.0,7.0,WR_LOW,10,-561.0,-56.1,0.0,-469.0,40.0,risk_down,Win rate 0% below floor 25% -> only take higher-quality setups.
904,B,cooldown_skips,0.0,2.0,DD,10,-116.0,-11.6,0.1,-438.0,40.0,risk_down,"Rolling drawdown $-438 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
907,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,-467.0,-46.7,0.1,-469.0,40.0,risk_down,Day P&L $-348 below -200.0 -> half size for the rest of today.
908,B,size_mult,1.0,0.75,EXP_NEG,10,-425.0,-42.5,0.1,-480.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-42 vs base $119, band $40) -> turn heat down."
908,B,min_score,7.0,8.0,WR_LOW,10,-425.0,-42.5,0.1,-480.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
909,B,cooldown_skips,0.0,2.0,DD,10,-45.0,-4.5,0.2,-480.0,40.0,risk_down,"Rolling drawdown $-480 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
909,B,session_cap,2.0,3.0,RECOVER,10,-45.0,-4.5,0.2,-480.0,40.0,risk_up,Streak over -> cap back to default.
913,B,size_mult,0.75,1.0,RECOVER,10,639.0,63.9,0.4,-480.0,40.0,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
913,B,min_score,8.0,7.0,RECOVER,10,639.0,63.9,0.4,-480.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
914,B,cooldown_skips,0.0,2.0,DD,10,496.0,49.6,0.4,-469.0,40.0,risk_down,"Rolling drawdown $-469 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
914,B,session_cap,3.0,4.0,RECOVER,10,496.0,49.6,0.4,-469.0,40.0,risk_up,Streak over -> cap back to default.
918,B,min_score,7.0,6.0,RECOVER,10,832.0,83.2,0.4,-175.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
919,B,session_cap,4.0,3.0,STREAK,10,397.0,39.7,0.3,-236.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
921,B,size_mult,1.0,0.75,EXP_NEG,10,-314.0,-31.4,0.1,-349.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-31 vs base $118, band $40) -> turn heat down."
923,B,cooldown_skips,0.0,2.0,DD,10,-242.0,-24.2,0.1,-453.0,40.0,risk_down,"Rolling drawdown $-453 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
923,B,min_score,6.0,7.0,WR_LOW,10,-242.0,-24.2,0.1,-453.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
924,B,session_cap,3.0,4.0,RECOVER,10,-242.0,-24.2,0.1,-354.0,40.0,risk_up,Streak over -> cap back to default.
928,B,size_mult,0.75,1.0,RECOVER,10,684.0,68.4,0.3,-217.0,40.0,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
929,B,min_score,7.0,6.0,RECOVER,10,1132.0,113.2,0.4,-125.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
933,B,size_mult,1.0,1.25,HOT,10,2202.0,220.2,0.5,-264.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $220) -> cranks heat UP (this is the hunting behavior).
934,B,min_score,6.0,0.0,RECOVER,10,1979.0,198.0,0.4,-275.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
934,B,session_cap,4.0,3.0,STREAK,10,1979.0,198.0,0.4,-275.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
936,B,cooldown_skips,0.0,2.0,DD,10,1598.0,159.8,0.3,-455.0,40.0,risk_down,"Rolling drawdown $-455 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
936,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,1598.0,159.8,0.3,-455.0,40.0,risk_down,Day P&L $-228 below -200.0 -> half size for the rest of today.
939,B,min_score,0.0,6.0,WR_LOW,10,626.0,62.6,0.1,-490.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
939,B,session_cap,3.0,2.0,STREAK,10,626.0,62.6,0.1,-490.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
940,B,size_mult,1.25,1.0,EXP_NEG,10,-160.0,-16.0,0.1,-307.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-16 vs base $118, band $40) -> turn heat down."
941,B,cooldown_skips,0.0,2.0,DD,10,-406.0,-40.6,0.1,-430.0,40.0,risk_down,"Rolling drawdown $-430 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
941,B,day_risk_mult,1.0,0.5,DAY_LOSS,10,-406.0,-40.6,0.1,-430.0,40.0,risk_down,Day P&L $-430 below -200.0 -> half size for the rest of today.
944,B,min_score,6.0,7.0,WR_LOW,10,-374.0,-37.4,0.1,-490.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
945,B,size_mult,1.0,0.75,EXP_NEG,10,-304.0,-30.4,0.1,-501.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-30 vs base $117, band $40) -> turn heat down."
946,B,cooldown_skips,0.0,2.0,DD,10,-67.0,-6.7,0.2,-501.0,40.0,risk_down,"Rolling drawdown $-501 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
946,B,session_cap,2.0,3.0,RECOVER,10,-67.0,-6.7,0.2,-501.0,40.0,risk_up,Streak over -> cap back to default.
950,B,size_mult,0.75,1.0,RECOVER,10,465.0,46.5,0.2,-115.0,40.0,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
950,B,min_score,7.0,8.0,WR_LOW,10,465.0,46.5,0.2,-115.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
951,B,session_cap,3.0,4.0,RECOVER,10,1365.0,136.5,0.3,-115.0,40.0,risk_up,Streak over -> cap back to default.
955,B,min_score,8.0,7.0,RECOVER,10,1469.0,146.9,0.4,-115.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
956,B,size_mult,1.0,1.25,HOT,10,1511.0,151.1,0.4,-95.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $151) -> cranks heat UP (this is the hunting behavior).
960,B,min_score,7.0,6.0,RECOVER,10,812.0,81.2,0.5,-188.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
962,B,cooldown_skips,0.0,2.0,DD,10,117.0,11.7,0.4,-424.0,40.0,risk_down,"Rolling drawdown $-424 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
965,B,min_score,6.0,0.0,RECOVER,10,901.0,90.1,0.5,-424.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
967,B,cooldown_skips,0.0,2.0,DD,10,602.0,60.2,0.4,-424.0,40.0,risk_down,"Rolling drawdown $-424 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
968,B,session_cap,4.0,3.0,STREAK,10,382.0,38.2,0.3,-424.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
970,B,min_score,0.0,6.0,WR_LOW,10,361.0,36.1,0.2,-242.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
973,B,session_cap,3.0,4.0,RECOVER,10,1275.0,127.5,0.2,-309.0,40.0,risk_up,Streak over -> cap back to default.
975,B,min_score,6.0,7.0,WR_LOW,10,842.0,84.2,0.1,-286.0,40.0,risk_down,Win rate 10% below floor 25% -> only take higher-quality setups.
979,B,size_mult,1.25,1.5,HOT,10,1616.0,161.6,0.3,-115.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $162) -> cranks heat UP (this is the hunting behavior).
980,B,min_score,7.0,6.0,RECOVER,10,1786.0,178.6,0.4,-115.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
985,B,min_score,6.0,0.0,RECOVER,10,580.0,58.0,0.4,-136.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
988,B,cooldown_skips,0.0,2.0,DD,10,257.0,25.7,0.4,-494.0,40.0,risk_down,"Rolling drawdown $-494 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
989,B,size_mult,1.5,1.25,EXP_NEG,10,-31.0,-3.1,0.3,-585.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-3 vs base $115, band $40) -> turn heat down."
990,B,min_score,0.0,6.0,WR_LOW,10,-275.0,-27.5,0.2,-679.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
993,B,cooldown_skips,0.0,2.0,DD,10,811.0,81.1,0.4,-679.0,40.0,risk_down,"Rolling drawdown $-679 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
995,B,min_score,6.0,0.0,RECOVER,10,681.0,68.1,0.4,-679.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
996,B,size_mult,1.25,1.5,HOT,10,2104.0,210.4,0.5,-679.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $210) -> cranks heat UP (this is the hunting behavior).
1001,B,session_cap,4.0,3.0,STREAK,10,4579.0,457.9,0.4,-183.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1003,B,min_score,0.0,6.0,WR_LOW,10,4017.0,401.7,0.2,-265.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
1005,B,cooldown_skips,0.0,2.0,DD,10,3982.0,398.2,0.2,-484.0,40.0,risk_down,"Rolling drawdown $-484 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
1006,B,session_cap,3.0,2.0,STREAK,10,2515.0,251.5,0.1,-550.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1007,B,size_mult,1.5,1.25,EXP_NEG,10,-387.0,-38.7,0.1,-527.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-39 vs base $118, band $40) -> turn heat down."
1008,B,min_score,6.0,7.0,WR_LOW,10,-183.0,-18.3,0.2,-435.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
1012,B,size_mult,1.25,1.0,EXP_NEG,10,-305.0,-30.5,0.2,-352.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-30 vs base $117, band $40) -> turn heat down."
1013,B,session_cap,2.0,3.0,RECOVER,10,295.0,29.5,0.3,-352.0,40.0,risk_up,Streak over -> cap back to default.
1017,B,min_score,7.0,8.0,WR_LOW,10,188.0,18.8,0.2,-352.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
1018,B,size_mult,1.0,0.75,EXP_NEG,10,-24.0,-2.4,0.1,-261.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-2 vs base $117, band $40) -> turn heat down."
1018,B,session_cap,3.0,2.0,STREAK,10,-24.0,-2.4,0.1,-261.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1023,B,size_mult,0.75,1.0,HOT,10,5286.0,528.6,0.3,-243.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $529) -> cranks heat UP (this is the hunting behavior).
1023,B,session_cap,2.0,3.0,RECOVER,10,5286.0,528.6,0.3,-243.0,40.0,risk_up,Streak over -> cap back to default.
1027,B,min_score,8.0,7.0,RECOVER,10,5959.0,595.9,0.4,-47.0,40.0,risk_up,Win rate normalized -> relax selectivity back toward default.
1028,B,size_mult,1.0,1.25,HOT,10,5979.0,597.9,0.4,-47.0,40.0,risk_up,Twitchy thermostat: brief warm spell (exp $598) -> cranks heat UP (this is the hunting behavior).
1031,B,session_cap,3.0,2.0,STREAK,10,905.0,90.5,0.2,-104.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1032,B,min_score,7.0,8.0,WR_LOW,10,916.0,91.6,0.2,-116.0,40.0,risk_down,Win rate 20% below floor 25% -> only take higher-quality setups.
1036,B,cooldown_skips,0.0,2.0,DD,10,72.0,7.2,0.1,-419.0,40.0,risk_down,"Rolling drawdown $-419 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
1037,B,size_mult,1.25,1.0,EXP_NEG,10,-433.0,-43.3,0.0,-421.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-43 vs base $120, band $40) -> turn heat down."
1038,B,session_cap,2.0,3.0,RECOVER,10,-243.0,-24.3,0.1,-410.0,40.0,risk_up,Streak over -> cap back to default.
1042,B,size_mult,1.0,0.75,EXP_NEG,10,-93.0,-9.3,0.2,-294.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-9 vs base $120, band $40) -> turn heat down."
1043,B,session_cap,3.0,2.0,STREAK,10,-111.0,-11.1,0.2,-167.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1047,B,size_mult,0.75,0.5,EXP_NEG,10,-1.0,-0.1,0.2,-350.0,40.0,risk_down,"Thermostat: room measurably colder than normal (exp $-0 vs base $119, band $40) -> turn heat down."
1048,B,cooldown_skips,0.0,2.0,DD,10,-253.0,-25.3,0.1,-424.0,40.0,risk_down,"Rolling drawdown $-424 beyond trigger -400.0 -> sit out 2 trades to confirm it's drift, not noise."
1055,B,session_cap,2.0,3.0,RECOVER,10,-97.0,-9.7,0.1,-278.0,40.0,risk_up,Streak over -> cap back to default.
1060,B,session_cap,3.0,2.0,STREAK,10,15.0,1.5,0.1,-200.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1067,B,size_mult,0.5,0.75,RECOVER,10,615.0,61.5,0.2,-154.0,40.0,risk_up,Temperature back inside the deadband -> step back toward default. Never above it.
